COD_TIPO_NDG,ID_CUSTOMER,IMP_GBV,PRED_PROB_RECOVERY_12M_AHEAD,PRED_RECOVERY_RATE_12M_AHEAD,PRED_INCASSI_12M_AHEAD,PRED_RECOVERY_CLASS
G,9709,2456.18,0.2813416692241097,0.14589481349800912,358.34392301754,C
C,24530,2543.59,0.4353453080963254,0.14577074807119406,370.7810170864085,C
C,9965,3903.35,0.2709185557319016,0.1457326172124989,568.8454113964075,C
C,11108,7057.57,0.4991091549067339,0.1457257128833004,1028.4694194737945,C
F,9473,7721.16,0.33067951066797446,0.14572444090986264,1125.161724175595,C
G,4397,510.54,0.3768223275721883,0.14562324028982784,74.3464890975687,C
F,22062,10224.65,0.4612429802465713,0.14555440436969155,1488.2428406385666,C
C,25204,11811.42,0.4411736230199507,0.1455426184772271,1719.0649947342897,C
C,18502,3188.93,0.4716182745391622,0.14545965478327944,463.8606569280433,C
C,20899,11484.54,0.41153737289559933,0.14545587657609294,1670.4938327732025,C
C,10110,7677.23,0.30200730734323095,0.14538009120956916,1116.1163976368405,C
G,15147,4603.6,0.26741113452625104,0.14527920273503897,668.8073377110254,C
F,12066,2316.28,0.2662733877656875,0.14507009630459775,336.0229626684137,C
C,9356,3978.05,0.30276409250456393,0.14504116998129898,576.9810262441065,C
C,15855,3967.59,0.2704046367300293,0.14504116998129898,575.463895606102,C
G,4311,552.89,0.29241875974553716,0.1449875211925317,80.16215059213884,C
G,9351,2233.75,0.46381319328298387,0.14490070368300245,323.67194685190674,C
G,26355,8878.67,0.3915081637352198,0.14490029005821833,1286.5218583312014,C
F,8903,1230.61,0.4691076214817485,0.1448965730040025,178.3111717044555,C
G,7496,78.95,0.32542966937473766,0.14484444883888012,11.435469235829586,C
C,17016,12860.62,0.4288789604672952,0.14457274004377302,1859.2950720617482,C
F,15338,9081.14,0.3711967276482364,0.14443293626931275,1311.6157148727068,C
G,6206,604.39,0.286935288415348,0.14438203594207866,87.26305870303291,C
G,24552,3263.95,0.4769597992519279,0.1438452623575076,469.5037440717869,C
F,6708,603.87,0.27496237925561295,0.14350667690780927,86.65937698431878,C
C,14088,12331.29,0.37559251460552767,0.14312670743424144,1764.9369361167874,C
C,10051,2559.35,0.3193239378771341,0.1429334762951112,365.8167925558928,C
F,10047,12798.92,0.29037599393550706,0.14283938499326962,1828.1898613780584,C
G,22657,9858.2,0.3393404612094471,0.14283211686444142,1408.0675744730365,C
F,24482,2212.98,0.4171285525089327,0.14274714789092705,315.8965833396637,C
C,12905,7075.6,0.4093615160036246,0.14253944990109194,1008.5521317201661,C
G,2383,3766.46,0.49725413552079845,0.14252367845312458,536.8097339465556,C
C,14030,7507.84,0.4212644998488,0.1423574349138462,1068.796844143571,C
C,27608,420.88,0.4761332470437219,0.14233771462615896,59.907097331857784,C
C,13182,14682.38,0.43091074914229605,0.14231613417741004,2089.5395621237217,C
C,15054,3774.21,0.44666904600917157,0.1422489257361595,536.8773180026706,C
G,9143,17365.56,0.46404769519567496,0.14219958489247708,2469.3754234254047,C
C,11111,13683.37,0.4353368054910229,0.1421824090916139,1945.534511091917,C
G,20490,1842.08,0.3327923300032184,0.14203332410681344,261.63674567067886,C
G,26502,2016.24,0.26698156361870695,0.14198609912533472,286.27805250046487,C
C,22785,13460.3,0.27515650616460313,0.14153268640836578,1905.0724188625259,C
F,19005,11300.31,0.4303266725261602,0.1414660966331976,1598.610746445089,C
F,21249,680.39,0.4544235189785548,0.1413814928228307,96.19455390172577,C
G,3344,3268.38,0.25254005819887104,0.14123077399902667,461.5958371229388,C
C,11571,12458.65,0.2863788214692859,0.14107043539866093,1757.547179979527,C
C,23799,3844.09,0.40484733072212903,0.1408531078718163,541.4520234389703,C
C,22150,2301.43,0.33574602293224914,0.14082413769990282,324.0968952266873,C
G,25083,12800.5,0.3360202199823506,0.14061078195110438,1799.8883143651117,C
F,26329,140.48,0.33995491928650157,0.14058817980596786,19.749827499142363,C
F,26326,466.65,0.4068148580368661,0.14030540523594434,65.47351735335343,C
C,11412,10945.0,0.3577209692274834,0.14021339725390097,1534.6356329439461,C
G,26405,8826.27,0.48310160723544476,0.14021288412875263,1237.5567727990856,C
G,14104,2772.52,0.47000018301541496,0.14007354840438122,388.356714422115,C
C,26431,1136.25,0.3988234380978105,0.1399378678374208,159.0044023302694,C
F,25640,8819.95,0.46012597221394363,0.1398208338796991,1233.2127637772521,C
C,26328,11394.34,0.32971593064739724,0.13980734145991663,1593.0123830903865,C
F,20052,584.97,0.29641733977206197,0.1393586084365379,81.52060517712158,C
G,26981,10752.15,0.39066903130339525,0.13933427014344946,1498.1429727228901,C
F,20593,536.52,0.2570033299145646,0.13914995258706842,74.65673256201394,C
F,23205,2205.21,0.3782423209131594,0.13913982495252653,306.83253338356104,C
F,20857,10752.41,0.3235038223584644,0.13893137235475267,1493.8470774209661,C
C,14414,2293.67,0.39560426346323535,0.1388998581275934,318.5904375915172,C
F,18978,6880.98,0.2617629402119846,0.13883918648841478,955.3496654430523,C
F,8889,7534.18,0.4131032763271507,0.13859679764283545,1044.213220864698,C
C,12273,10166.54,0.28901786763043663,0.1382875420083979,1405.9058273300577,C
G,27789,11193.35,0.286603025420609,0.13805667664421575,1545.3167015155325,C
F,2265,89.32,0.40646161727428043,0.13805385959159672,12.330970738721417,C
G,25240,10419.44,0.4244193957721972,0.13804224218743302,1438.3228599374272,C
G,28125,705.57,0.37587501068823104,0.1379921432119311,97.36311648604223,C
F,17328,7014.07,0.423647727780228,0.13796198817551278,967.6750424022189,C
G,26186,2500.74,0.28374203697673195,0.13785240274292457,344.7330176353411,C
C,5961,3194.92,0.4968193050714637,0.13783139794069352,440.36028990868056,C
G,23192,1265.51,0.2531817341584458,0.13769990828539388,174.2606109342488,C
G,27414,8362.16,0.37092487849593103,0.13740674640789569,1149.017198542249,C
G,23364,12618.83,0.3228710097777115,0.13739824991315536,1733.8051579516223,C
C,18546,6078.85,0.28283305170894973,0.13722106237798914,834.1462550364394,C
G,28126,9893.81,0.41954728643601535,0.13713518200203506,1356.7894350435545,C
F,26339,1558.66,0.39942160228540086,0.1371333661401214,213.74429246796163,C
F,21936,1688.23,0.2803296488687828,0.13707867903370297,231.42033830506836,C
G,13206,8150.12,0.25733653400633344,0.13705701190447805,1117.0310938629248,C
F,14112,2197.25,0.47369804738796095,0.13703576625782707,301.10183741001055,C
F,9258,10540.71,0.2904091088653239,0.13686856790987303,1442.6918824532777,C
C,13156,3741.68,0.3158149103859586,0.13683020771306673,511.9748515958275,C
C,19019,14183.35,0.3003599108080534,0.13676446059309325,1939.778212153049,C
G,16043,1693.04,0.45607208656846365,0.13676055558577987,231.54109102894876,C
C,17880,4970.39,0.4741255313349912,0.1367571923715328,679.7365813915429,C
C,9425,3259.81,0.30225995664912647,0.13657145288714137,445.1969878360323,C
F,26832,2786.14,0.32283286724034965,0.13640298886153726,380.0378233866834,C
F,6322,9019.1,0.3666406108352852,0.13621964798893652,1228.5786271770173,C
F,5916,6699.2,0.2713576338019694,0.13616057058845,912.1668944861442,C
G,15885,4801.09,0.4730967249983915,0.13613421514496066,653.5926189903192,C
F,8773,9999.82,0.4472497571876276,0.13585977957063827,1358.57334094606,C
C,6766,4013.83,0.44025002790013046,0.13585779411308196,545.3100897449118,C
F,18449,6805.83,0.3583416565459129,0.1356547942924265,923.2434686392251,C
F,25954,1297.71,0.2655536538313716,0.13560799864329282,175.97985591938752,C
F,7124,2026.05,0.2809428958974467,0.13558956370623712,274.7112355470217,C
C,13065,2337.47,0.49834826658974846,0.13541838034835835,316.53640151287715,C
G,12501,8825.68,0.404615445950038,0.13499184916160684,1191.3948633086102,C
F,10779,12493.16,0.3091147979031322,0.1349227603644535,1685.6116328747758,C
C,9977,4256.48,0.3342469994949153,0.1348942183272505,574.174542425575,C
C,25020,2260.88,0.339982614519379,0.1346112207625228,304.33981679757255,C
G,21468,2897.2,0.414097090571182,0.1344329291645029,389.47908237539775,C
G,21148,3055.08,0.27994810370133244,0.1343780881547986,410.5358095599621,C
C,10946,9779.23,0.282072114878807,0.1343470516405716,1313.810717815027,C
C,26945,4005.25,0.29684267360791766,0.13433264030918182,538.0358075983505,C
C,11397,4239.43,0.3238428726373104,0.13429697907596708,569.3426420040272,C
C,9654,12287.22,0.40649187206699594,0.13427641070159615,1649.8837991008663,C
C,25764,3176.88,0.4029271480141084,0.13419924439488262,426.3348955332147,C
C,15256,5718.6,0.35942170418748776,0.1341205803626618,766.9819508619179,C
F,27109,10963.24,0.30463958788302975,0.13411789506187957,1470.3666718582006,C
G,5729,1314.83,0.32212987591599046,0.1340894040073955,176.3047710710438,C
F,21982,2827.48,0.4946540649445428,0.13404076631106046,378.9975859291972,C
G,27282,356.32,0.32021389920423154,0.1337797124775502,47.66838715000068,C
C,11910,454.49,0.3160239814727969,0.13368531506246376,60.75863884273915,C
F,17773,1067.04,0.32392991728881787,0.13366103664546347,142.62167254217533,C
C,15345,4308.99,0.3794643535782987,0.13364109347193245,575.8581353596222,C
F,19572,1729.42,0.3367719947831903,0.13355495148389285,230.972604195274,C
G,13711,2015.66,0.28709526278665887,0.1334506085436291,268.9910536170515,C
C,9808,9870.95,0.413888410586489,0.13343211720782083,1317.1017573525392,C
G,12253,457.44,0.4908356725399467,0.13335645926801165,61.002578727559246,C
F,14372,2476.5,0.4930256851983267,0.13320029437576597,329.87052902158445,C
C,15297,10072.86,0.43995315643922495,0.1331788245956018,1341.4916551160536,C
C,13190,12235.44,0.32606305174413946,0.1328442992993079,1625.408453418724,C
C,25146,3250.74,0.2628684416600275,0.1328336329092145,431.8076038432999,C
C,7517,13661.98,0.341852818028038,0.13278490784063096,1814.1047552205432,C
F,16949,7831.81,0.25495671989819735,0.13275581242731924,1039.7182993264032,C
G,25477,1363.57,0.3256600193494931,0.13260710838132778,180.8190747755271,C
C,21925,2614.48,0.4284708619305761,0.13241141168248716,346.18698761562905,C
C,6832,7786.15,0.39894637533728944,0.1323757164565187,1030.697184687923,C
G,12195,17863.56,0.4066539334528938,0.1323514219583705,2364.267567238669,C
F,21620,2571.21,0.48139411928536197,0.13203724582704854,339.4954868429655,C
G,7824,5516.49,0.4538027761170086,0.13194852736705445,727.8927317350822,C
C,26506,3932.78,0.2597604868567278,0.13186026908380372,518.5774290474016,C
C,24521,3188.03,0.4247531598717061,0.1317974670743659,420.17427895709073,C
G,27555,8454.26,0.39568668640482296,0.13179155212516244,1114.2000474696758,C
F,28071,1516.27,0.3811084207995995,0.13177124633031195,199.8007876732621,C
C,10828,9853.85,0.37989789248634254,0.13155230821557667,1296.2967123100602,C
G,26886,1152.26,0.4040520869306352,0.13145536861502036,151.47076304034334,C
C,14238,13605.44,0.3024832128617118,0.1313497814945229,1787.0715711368416,C
F,6530,156.82,0.259005161697024,0.1311908852448177,20.57335462409231,C
C,21735,2496.78,0.2846001247171,0.13113346991542738,327.4114250154408,C
F,17039,8775.94,0.3128110525802352,0.13106932616972639,1150.2565423059486,C
C,26708,4916.16,0.4367183630866885,0.130870920612365,643.3823850776843,C
F,18769,1932.16,0.3202621971934348,0.130709940340336,252.55251832798362,C
C,11970,9690.24,0.37608758316968016,0.1305234289395065,1264.8033520467634,C
G,23102,12969.76,0.40203664048287524,0.13052137321178958,1692.83088542734,C
F,23358,6561.17,0.31210873189709,0.1304646115586781,856.0004954204521,C
G,27947,4380.49,0.4525793487646035,0.13039334373492525,571.1867382974027,C
G,22493,10655.79,0.2856838354945916,0.1303690526647094,1389.185247694084,C
G,15263,1586.79,0.4782737377042957,0.1301542913775872,206.52752801504158,C
G,16900,6322.48,0.360297025553909,0.1301313953487949,822.7531444648487,C
G,5968,4192.56,0.30962836907753305,0.12981463115222996,544.2556299835933,C
G,24689,3584.36,0.2533284383680792,0.12973014143846523,464.99952976637724,C
G,16305,12246.31,0.31906998268926967,0.12967692897595756,1588.0638720875588,C
C,15796,12652.43,0.3656788698650826,0.1295510951365698,1639.1361626387898,C
G,18636,5753.75,0.4335023495553438,0.12952748520271992,745.2687679851498,C
G,19834,4101.5,0.4685187328454653,0.12951997632738416,531.2261829067661,C
G,26053,1680.63,0.4110660589747789,0.12949983318917913,217.64130465273013,C
C,26042,2369.05,0.2828456870027617,0.12947320260623707,306.72849063430596,C
G,17266,1084.39,0.29531615253484206,0.12944449141983994,140.36831205076024,C
C,21652,1342.41,0.33081005370685623,0.12932636209965842,173.60900174620247,C
F,23428,2646.59,0.36683836703479694,0.12912908293706005,341.75173961039377,C
C,24527,10276.75,0.3541099574879502,0.12883392704578844,1323.9940597678064,C
F,18447,8657.76,0.43814772843023625,0.12879727661443718,1115.0959095814096,C
F,24449,2111.37,0.32395299289440643,0.12860209203191955,271.526599053434,C
G,9460,1115.87,0.2730152622608725,0.12853946077465886,143.43332809461856,C
G,20487,10965.96,0.3155282455488554,0.12852222036481184,1409.369527631712,C
G,23353,5695.27,0.48141383858494996,0.12804811052563533,729.2685624333352,C
F,6491,2350.33,0.25377186379588,0.12787873136443775,300.55721868777897,C
F,3194,794.01,0.3923214471346725,0.1277928821262249,101.46882633704382,C
G,2791,76.1,0.2777193545890778,0.12774342312886514,9.721274500106636,C
G,8962,10395.25,0.36447267431496255,0.1270570698516247,1320.7900053751018,C
G,13463,6624.83,0.446390623981229,0.12704647629175944,841.6613075319367,C
F,24629,4506.39,0.2820191113566811,0.12702516762052807,572.4249451134715,C
F,27698,1193.08,0.3816093143554421,0.12675605912511018,151.23011902098645,C
F,25308,1208.52,0.31890540549457985,0.12652835352806252,152.91204580573412,C
G,1085,4599.66,0.30324105772516075,0.1265010412517021,581.8617794038041,C
C,23355,10414.41,0.29485200608921636,0.12629320549771303,1315.2692222674375,C
F,8606,2223.13,0.33627866357700475,0.12618005398496088,280.5146634155861,C
F,14498,747.38,0.43784248045676877,0.12606573099791396,94.21900603322094,C
G,10906,2339.64,0.34555523313960884,0.12606138663145897,294.9382626184266,C
G,20504,6301.92,0.2723801661061041,0.1257480836859372,792.4543635420814,C
F,16772,2746.95,0.4806636181549738,0.12557240857881033,344.941127745563,C
G,20192,896.96,0.43088240915536563,0.12551445046358362,112.58144148781597,C
G,24661,8141.58,0.4212083134576024,0.12543100101086788,1021.2065292100617,C
F,8552,11642.67,0.3517875985021934,0.12537087260926502,1459.6516974017115,C
F,16090,2441.59,0.4078680717226448,0.1251077327110305,305.461789109925,C
F,12204,13134.48,0.36512773530797193,0.12510658747776507,1643.2099710949558,C
G,25278,11538.6,0.26905429625917426,0.12497124349013672,1441.9931901352916,C
G,25738,9860.39,0.39197873802089384,0.12481114132247252,1230.6865297846948,C
F,12772,134.26,0.4267745069204503,0.12467692815089274,16.739124373538857,C
G,7355,8158.68,0.4445182125541933,0.1246746632688553,1017.1806817183444,C
G,2429,7162.19,0.2778967891534339,0.12448450914499247,891.5817065531736,C
G,25209,13742.66,0.27214436385712837,0.12438663583933073,1709.4032448837368,C
F,21839,12474.68,0.46400302277121097,0.12432321756504382,1550.892355694301,C
C,6702,5727.32,0.3098146877090563,0.12423927837110535,711.5581038003991,C
G,23458,10459.84,0.29980080788261104,0.12414935498009606,1298.582389195008,C
G,26611,10242.87,0.30185373199256615,0.12413675585959927,1271.5166524916137,C
G,24353,5708.42,0.37507655007107465,0.12396642387725251,707.6524133893857,C
F,24062,3208.27,0.4372099547762281,0.12387108135528263,397.4118741797126,C
F,20721,4544.04,0.43447239956534645,0.12386869981653757,562.8643267143394,C
G,8228,3319.42,0.33436822383077086,0.1237051522876455,410.62935660665624,C
G,25387,9941.42,0.41610161272258867,0.1236718282317865,1229.473586620047,C
G,16786,5746.69,0.2884774000291391,0.12362187170960301,710.4165739348584,C
C,17094,2115.36,0.3363989978967113,0.12351110914515856,261.2704598413026,C
F,18430,9429.72,0.2538944534221508,0.12340427460439764,1163.6677563225803,C
C,15995,4548.16,0.45299941375489133,0.12333165463124465,560.9320983276417,C
G,16098,9601.01,0.42748817580628434,0.1232962317862632,1183.7683543422309,C
F,25185,3631.56,0.4276331151155389,0.1232464813349249,447.5769917566599,C
G,8650,5979.54,0.4226488510100333,0.12323794757169572,736.9062370228575,C
F,8975,8082.08,0.45055004321772607,0.12312244945211094,995.0854862679167,C
F,16935,11005.05,0.34341679768616995,0.12312235467363286,1354.9676693010633,C
F,9075,9206.95,0.45895738053808843,0.12303016155935383,1132.7325459688927,C
C,14129,6384.8,0.3565002802072335,0.12299966839573351,785.3282827730793,C
F,16448,8592.21,0.49062713936134045,0.1228573277196638,1055.6159598061724,C
G,19277,5492.98,0.3460002415459792,0.12243312974853418,672.5227330461032,C
C,11464,13482.01,0.47645805723199336,0.1224224030587818,1650.5000622625269,C
F,9260,12252.21,0.46229628633347136,0.12234261159036633,1498.967369153602,C
G,27125,13850.12,0.33638443879101165,0.12227271522812203,1693.4917786353176,C
C,24986,26.18,0.30455886035762925,0.12223189713067054,3.2000310668809546,C
F,15228,9670.09,0.3315442499667651,0.12216121066079051,1181.3099015988037,C
C,9423,5490.46,0.337897359494884,0.12214400262578352,670.6267606567594,C
F,21815,1858.84,0.4780995875719227,0.12206185043287615,226.8934500586475,C
C,22834,3086.04,0.33088162006482724,0.12200861412874585,376.52346354587485,C
G,14625,17237.03,0.32976184738979664,0.12196482491367017,2102.31134598168,C
F,21863,866.33,0.31139557134030954,0.12187288328353767,105.58213497502719,C
G,20136,17358.2,0.31919818937260497,0.12167781535487833,2112.107854493049,C
C,12635,5390.88,0.4557783333564977,0.12162243064724537,655.6519289276222,C
C,10002,11316.2,0.28592407757983007,0.12161510766875444,1376.2208814011592,C
G,18141,8213.91,0.38129018409015436,0.12156181203798411,998.497783516918,C
C,15074,12316.39,0.42383039440239434,0.12136045860996095,1494.7227388191368,C
C,24067,1929.4,0.3413884958501165,0.12126081050105218,233.9606077807301,C
G,16845,8477.01,0.40065630789799,0.12121915380217856,1027.5759789726058,C
G,24026,10305.83,0.35211956275539297,0.12116493748165484,1248.7052476465628,C
F,26532,8983.48,0.3848987512808903,0.12108105982970901,1087.7292793589943,C
G,20664,12463.6,0.29951069432410304,0.12107598635870201,1509.0426635803185,C
G,1421,834.78,0.4056932302799367,0.12105711320072741,101.05605695770323,C
G,23968,9955.49,0.35461151404130004,0.12093844293840973,1204.0014592889086,C
G,24410,1565.33,0.30312868114233776,0.12093235816357004,189.29904820418108,C
G,821,2547.18,0.29533697195572406,0.1209150731242906,307.9924559607305,C
F,23145,13658.03,0.40067922881613854,0.12087920229266973,1650.971771289352,C
C,24676,2245.81,0.4359560588856164,0.1208763544031547,271.46532548214884,C
F,24923,2103.66,0.3054160813392398,0.1207323289918342,253.9797712069619,C
G,7310,230.45,0.48728349222732703,0.12067186838382606,27.808832069052713,C
F,16427,3714.05,0.25103107708474093,0.12067150474680152,448.1800022048582,C
G,9149,1672.3,0.3538322625428411,0.12064756524714529,201.75892336280106,C
F,19035,13060.96,0.341725582623214,0.1205416757157965,1574.3900048569894,C
G,16227,2592.53,0.4272543550421729,0.12049647929911587,312.3907374773369,C
C,14252,9691.85,0.2825419337105941,0.12034284621069652,1166.3448140471392,C
C,20818,10508.84,0.3168639333488081,0.12006941987322296,1261.7903223405203,C
G,26652,8385.87,0.30121612816954535,0.12005205559018121,1006.740931412033,C
F,11818,3156.68,0.2943224680939844,0.12004867638055867,378.95525575698196,C
C,7255,11433.88,0.33746715612143713,0.11971255792982081,1368.7790218626196,C
F,11162,5.5,0.28516176519521796,0.11960545103807808,0.6578299807094294,C
C,17038,13251.31,0.3359644474573635,0.11959883188264626,1584.8411969148292,C
G,10450,791.19,0.4294356215035268,0.11947156905254046,94.52471071867949,C
C,5574,3554.24,0.36094197215195917,0.11907409927438986,423.2179266050074,C
F,26658,1317.89,0.4603131012488406,0.1186538819556301,156.37276449050538,C
G,27527,8035.94,0.3351408052179354,0.11860543568846815,953.1061648663887,C
G,16849,13239.02,0.25225703955958445,0.11856670115598829,1569.7069279381521,C
G,23372,8729.21,0.367817139717891,0.1185541379543996,1034.8839665729245,C
G,27528,10648.88,0.339628163112812,0.11851815588749993,1262.0856198672802,C
G,23323,12686.43,0.2709263683187455,0.11842000350217231,1502.327085030064,C
F,15858,9981.88,0.327277291478218,0.11837079715585185,1181.5630927140544,C
C,12898,11535.35,0.39241297427506194,0.11827104455679034,1364.2978938281715,C
C,11166,13210.26,0.29416770149669436,0.11816606260363312,1561.0044101702704,C
G,25030,13471.04,0.2983884362769976,0.11816010338214421,1591.739479065,C
F,24097,7939.77,0.32701384937399935,0.11809045641206471,937.6110631068191,C
C,20292,7653.86,0.3162142393640318,0.1179897090539742,903.076714539851,C
C,22302,750.87,0.4795923065279485,0.11796009561015973,88.57269699080064,C
F,25382,2572.53,0.43219162230502967,0.11793544443254406,303.3924688660526,C
C,25979,4962.31,0.2575569467580456,0.11789532290010485,585.0331397804193,C
F,19904,11641.83,0.3339586092988168,0.11777988382520306,1371.1733849127638,C
G,11797,10201.74,0.27598233982569714,0.11746284156106254,1198.3253692671542,C
F,24064,8662.3,0.34627608415538813,0.11745992767695462,1017.473131516084,C
G,18153,13644.75,0.25630947693408623,0.11738898994041212,1601.7434204894382,C
G,24572,621.75,0.43963631331388153,0.11727639950144689,72.9166013900246,C
C,9476,1187.09,0.3687082555921991,0.11723887328454752,139.1730940873535,C
G,26358,9565.39,0.3606964666457391,0.11721550996436567,1121.2120668580437,C
G,25359,12884.57,0.2894209137940609,0.11716494798823435,1509.6199739007645,C
C,15386,12122.43,0.4412911521345143,0.11694743664446511,1417.6871144019633,C
G,27379,10192.56,0.3009117544526255,0.11692721167052297,1191.7876205845055,C
G,23650,14249.03,0.4109684200080763,0.1168579918069636,1665.1130309971786,C
F,22742,2571.84,0.25424113128818016,0.11672941081528683,300.2093679111873,C
F,27614,65.53,0.43498534739001643,0.11643760868550125,7.630156497160897,C
C,7765,6676.25,0.371048718848503,0.11642389297893549,777.2750155006181,C
C,17046,6676.45,0.371048718848503,0.11642389297893549,777.2983002792138,C
F,15664,14776.54,0.2867310591652674,0.11611621157773179,1715.795845026817,C
F,20765,2420.29,0.43778565103435735,0.11607904427226025,280.94495006170877,C
G,3882,1153.01,0.35847015292263373,0.1160656919200817,133.8249034407734,C
F,17000,8313.9,0.3751367973783698,0.11603292736584206,964.6861548268743,C
G,3364,608.8,0.2530279774357029,0.1160324284454794,70.64054243760785,C
G,15053,6961.04,0.4189352084461467,0.11581111921143254,806.1658332755504,C
C,14509,605.77,0.3250967968166697,0.11578191824239112,70.13721261369326,C
F,14401,187.96,0.46270020870308487,0.11567200957023101,21.741710918820623,C
F,16413,10474.9,0.2789531843558448,0.11556853997966679,1210.5688994330117,C
G,27811,11397.11,0.30993381653224705,0.11554731775115998,1316.9054906149229,C
F,22273,1200.37,0.4967720750001522,0.11551653252383755,138.66258014563886,C
C,16802,2276.93,0.43033605709476197,0.11547731883722694,262.9337715800471,C
C,18251,4558.92,0.4827724196565233,0.11516506308606968,525.0283094043448,C
C,15442,8817.45,0.3695176890598053,0.1150714648654551,1014.6368878779072,C
G,25967,13231.46,0.27418796845720694,0.1148631386419248,1519.8070244150822,C
C,22833,4728.41,0.3461458331274636,0.11480473854977333,542.8438738061337,C
C,17196,10336.63,0.27573011724405705,0.11479434180258799,1186.586637306885,C
F,5984,9010.57,0.38554058153494497,0.11479402086684173,1034.3595606021381,C
G,18013,13223.27,0.4873160358179083,0.1147304985289807,1517.1123592833148,C
F,15217,4877.25,0.2934862697835431,0.11472680881312335,559.5513282838058,C
F,11124,4399.09,0.2514739334262499,0.11450166648252863,503.7031360066269,C
F,11906,6291.41,0.49799781299737733,0.11439415960533814,719.7005596826203,C
C,23335,2373.79,0.3455756451470096,0.11420744673313242,271.1044949806424,C
C,14659,6777.45,0.4368357638288153,0.11404775283894354,772.9529424782979,C
G,25444,3842.63,0.27958272466679057,0.11345888223453497,435.9805046408911,C
G,25514,1806.32,0.3725989331664528,0.11341651398083184,204.86651753385615,C
C,23881,11338.54,0.3869160595801218,0.11333684700107564,1285.0743731955763,C
G,16582,9982.4,0.36332830142626643,0.11326940677941094,1130.7005262347918,C
F,21865,1007.79,0.3590855090856362,0.11302487174299075,113.90533549386865,C
C,20424,7936.49,0.28616454869344504,0.11296922946910398,896.5791599892491,C
G,5943,2770.42,0.30178457602235004,0.11286573321308611,312.68548460819807,C
C,26622,2683.76,0.38975333055870254,0.11283121122670568,302.81189144178364,C
G,23148,7947.92,0.2631088964064214,0.11281217581815854,896.6221484286586,C
C,14435,1830.13,0.3062120499801611,0.11270163977099457,206.2586519940903,C
C,15526,5917.15,0.3306204878275857,0.11267229316560498,666.6988595048595,C
G,27046,1900.0,0.397442572876882,0.11266124167594264,214.056359184291,C
G,17047,1362.74,0.3641902966716283,0.11262933492652248,153.48449987776925,C
G,25109,15042.55,0.27384274885403065,0.11260250321620584,1693.828784754937,C
G,20752,1966.96,0.3888790069992084,0.11252596452740174,221.33407118681814,C
G,10877,7553.09,0.2683727260487945,0.11246825517600115,849.4828534873026,C
F,20846,5179.22,0.2871168302270019,0.11244937880391168,582.4000716887955,C
G,25118,6246.09,0.26415988445117855,0.1122954486022863,701.4074785602544,C
G,14255,12170.91,0.2771052645447459,0.11229289937459773,1366.7067719272852,C
C,14636,5917.79,0.26376119593920494,0.11224919177660797,664.2671446036928,C
C,10871,1213.79,0.39081598261985234,0.11219766709507022,136.18440634332526,C
G,22326,2584.34,0.47100638569801534,0.11217251655745837,289.891921440102,C
C,11414,9366.7,0.4074244179108254,0.11208058829927507,1049.8252464228199,C
F,23593,3520.21,0.4412473005136681,0.11207727797467196,394.53555469922,C
F,15173,6607.68,0.45066810354516035,0.111970493471266,739.865190300215,C
G,13279,7272.87,0.3311374475058355,0.11191383325939566,813.9347604972609,C
C,13195,5963.21,0.3050212773524165,0.1119078160531226,667.3298077661412,C
C,21425,11889.03,0.4226849690556421,0.11181697631850096,1329.3953859599476,C
C,25324,638.81,0.34652073653558796,0.1117555569071739,71.39056730787175,C
C,24932,7984.3,0.26897743522233797,0.11171545291349635,891.969690697229,C
G,26606,8461.63,0.33100977648060087,0.11166425468902294,944.861607404277,C
C,13017,11409.89,0.42066036818039065,0.11162220381088174,1273.5970670397414,C
C,27554,3737.42,0.4544866641037909,0.1114790511317145,416.6440352806924,C
F,19874,5652.79,0.48604967289879353,0.11143996163399209,629.9467007250141,C
F,792,3366.7,0.2780284189352148,0.1114377731982513,375.17755102655263,C
C,17193,5589.74,0.26347399140745925,0.11139034473168065,622.6430655604646,C
G,21733,2111.05,0.4065507928569617,0.11138883720425011,235.14740478003222,C
C,26892,11762.82,0.2550511147962107,0.11137139694184897,1310.0416953755198,C
F,16484,3740.52,0.3829555143544601,0.11134220762439806,416.47775446321344,C
G,9023,5645.68,0.3270916574980217,0.11133710919016766,628.5736906127458,C
F,14181,3047.11,0.27877136985526724,0.11125404098304263,339.00330081983907,C
C,5642,12055.5,0.32758594498026167,0.11120892159600897,1340.6791543006862,C
F,15148,6544.61,0.29801808313381156,0.11116299914381467,727.5184758266008,C
F,8475,0.49,0.3407505342916687,0.11112195562122071,0.05444975825439815,C
G,427,4625.27,0.3437459753791699,0.11105948948633163,513.6801249364452,C
G,27054,12809.17,0.347874022018192,0.11088953599550903,1420.4029177875946,C
G,9183,1335.12,0.4250920456656972,0.11085130324802227,147.99979199249947,C
G,26951,1758.43,0.44428834981298126,0.11048628695349202,194.282401567629,C
F,23595,7.24,0.365915986440489,0.11046440890182052,0.7997623204491806,C
G,13607,8072.02,0.3009361579142858,0.11029786779133091,890.326594768979,C
F,12061,4229.52,0.3687657596520072,0.11014731732211491,465.8702815602315,C
C,6120,9862.9,0.28745016709875165,0.11013878601618575,1086.2878325990384,C
G,21191,4935.62,0.3686617528764531,0.11006096453855857,543.2190977958004,C
